2025-04-10 20:36:22.966 [main] INFO  nju.jgd.wc.WordCountStreamDemo - Starting WordCountBatchDemo...
2025-04-10 20:36:23.672 [main] INFO  org.apache.flink.runtime.metrics.MetricRegistryImpl - No trace reporter configured, no metrics will be exposed/reported.
2025-04-10 20:36:23.672 [main] INFO  org.apache.flink.runtime.minicluster.MiniCluster - Starting RPC Service(s)
2025-04-10 20:36:23.685 [main] INFO  org.apache.flink.runtime.rpc.pekko.PekkoRpcServiceUtils - Trying to start local actor system
2025-04-10 20:36:24.195 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.pekko.event.slf4j.Slf4jLogger - Slf4jLogger started
2025-04-10 20:36:24.320 [main] INFO  org.apache.flink.runtime.rpc.pekko.PekkoRpcServiceUtils - Actor system started at pekko://flink
2025-04-10 20:36:24.335 [main] INFO  org.apache.flink.runtime.rpc.pekko.PekkoRpcServiceUtils - Trying to start local actor system
2025-04-10 20:36:24.343 [flink-metrics-6] INFO  org.apache.pekko.event.slf4j.Slf4jLogger - Slf4jLogger started
2025-04-10 20:36:24.350 [main] INFO  org.apache.flink.runtime.rpc.pekko.PekkoRpcServiceUtils - Actor system started at pekko://flink-metrics
2025-04-10 20:36:24.361 [main] INFO  org.apache.flink.runtime.rpc.pekko.PekkoRpcService - Starting RPC endpoint for org.apache.flink.runtime.metrics.dump.MetricQueryService at pekko://flink-metrics/user/rpc/MetricQueryService .
2025-04-10 20:36:24.379 [main] INFO  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Loading delegation token providers
2025-04-10 20:36:24.382 [main] INFO  org.apache.flink.runtime.security.token.hadoop.HadoopFSDelegationTokenProvider - Hadoop FS is not available (not packaged with this application): NoClassDefFoundError : "org/apache/hadoop/conf/Configuration".
2025-04-10 20:36:24.382 [main] INFO  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Delegation token provider hadoopfs loaded and initialized
2025-04-10 20:36:24.386 [main] INFO  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Delegation token provider hbase loaded and initialized
2025-04-10 20:36:24.386 [main] INFO  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Delegation token providers loaded successfully
2025-04-10 20:36:24.387 [main] INFO  org.apache.flink.runtime.security.token.DelegationTokenReceiverRepository - Loading delegation token receivers
2025-04-10 20:36:24.388 [main] INFO  org.apache.flink.runtime.security.token.DelegationTokenReceiverRepository - Delegation token receiver hadoopfs loaded and initialized
2025-04-10 20:36:24.389 [main] INFO  org.apache.flink.runtime.security.token.DelegationTokenReceiverRepository - Delegation token receiver hbase loaded and initialized
2025-04-10 20:36:24.389 [main] INFO  org.apache.flink.runtime.security.token.DelegationTokenReceiverRepository - Delegation token receivers loaded successfully
2025-04-10 20:36:24.389 [main] INFO  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Checking provider and receiver instances consistency
2025-04-10 20:36:24.389 [main] INFO  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Provider and receiver instances are consistent
2025-04-10 20:36:24.389 [main] INFO  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Obtaining delegation tokens
2025-04-10 20:36:24.390 [main] INFO  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Delegation tokens obtained successfully
2025-04-10 20:36:24.391 [main] WARN  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - No tokens obtained so skipping notifications
2025-04-10 20:36:24.391 [main] INFO  org.apache.flink.runtime.security.token.DelegationTokenReceiverRepository - Loading delegation token receivers
2025-04-10 20:36:24.391 [main] INFO  org.apache.flink.runtime.security.token.DelegationTokenReceiverRepository - Delegation token receiver hadoopfs loaded and initialized
2025-04-10 20:36:24.391 [main] INFO  org.apache.flink.runtime.security.token.DelegationTokenReceiverRepository - Delegation token receiver hbase loaded and initialized
2025-04-10 20:36:24.391 [main] INFO  org.apache.flink.runtime.security.token.DelegationTokenReceiverRepository - Delegation token receivers loaded successfully
2025-04-10 20:36:24.402 [main] INFO  org.apache.flink.runtime.blob.BlobServer - Created BLOB server storage directory C:\Users\48520\AppData\Local\Temp\minicluster_192bb26461d3a46dbac380a70254f1bf\blobStorage
2025-04-10 20:36:24.407 [main] INFO  org.apache.flink.runtime.blob.BlobServer - Started BLOB server at 0.0.0.0:51917 - max concurrent requests: 50 - max backlog: 1000
2025-04-10 20:36:24.417 [main] INFO  org.apache.flink.runtime.blob.PermanentBlobCache - Created BLOB cache storage directory C:\Users\48520\AppData\Local\Temp\minicluster_192bb26461d3a46dbac380a70254f1bf\blobStorage
2025-04-10 20:36:24.421 [main] INFO  org.apache.flink.runtime.blob.TransientBlobCache - Created BLOB cache storage directory C:\Users\48520\AppData\Local\Temp\minicluster_192bb26461d3a46dbac380a70254f1bf\blobStorage
2025-04-10 20:36:24.422 [main] INFO  org.apache.flink.runtime.minicluster.MiniCluster - Starting 1 TaskManager(s)
2025-04-10 20:36:24.430 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner - Starting TaskManager with ResourceID: bbe62b41-3f91-4447-9c0d-cd0c34406c8b
2025-04-10 20:36:24.453 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerServices - Temporary file directory 'C:\Users\48520\AppData\Local\Temp': total 476 GB, usable 391 GB (82.14% usable)
2025-04-10 20:36:24.458 [main] INFO  org.apache.flink.runtime.io.disk.iomanager.IOManager - Created a new FileChannelManager for spilling of task related data to disk (joins, sorting, ...). Used directories:
	C:\Users\48520\AppData\Local\Temp\flink-io-03c56e3f-4778-4221-b431-affcf20571aa
2025-04-10 20:36:24.470 [main] INFO  org.apache.flink.runtime.io.network.NettyShuffleServiceFactory - Created a new FileChannelManager for storing result partitions of BLOCKING shuffles. Used directories:
	C:\Users\48520\AppData\Local\Temp\flink-netty-shuffle-e3f4303c-0412-45e7-a200-ba00d731a7e8
2025-04-10 20:36:24.508 [main] INFO  org.apache.flink.runtime.io.network.buffer.NetworkBufferPool - Allocated 64 MB for network buffer pool (number of memory segments: 2048, bytes per segment: 32768).
2025-04-10 20:36:24.520 [main] INFO  org.apache.flink.runtime.io.network.NettyShuffleEnvironment - Starting the network environment and its components.
2025-04-10 20:36:24.520 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerServices - TaskManager data connection initialized successfully; listening internally on port: -1
2025-04-10 20:36:24.522 [main] INFO  org.apache.flink.runtime.taskexecutor.KvStateService - Starting the kvState service and its components.
2025-04-10 20:36:24.550 [main] INFO  org.apache.flink.configuration.Configuration - Config uses fallback configuration key 'pekko.ask.timeout' instead of key 'taskmanager.slot.timeout'
2025-04-10 20:36:24.560 [main] INFO  org.apache.flink.runtime.rpc.pekko.PekkoRpcService - Starting RPC endpoint for org.apache.flink.runtime.taskexecutor.TaskExecutor at pekko://flink/user/rpc/taskmanager_0 .
2025-04-10 20:36:24.574 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.taskexecutor.DefaultJobLeaderService - Start job leader service.
2025-04-10 20:36:24.575 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.filecache.FileCache - User file cache uses directory C:\Users\48520\AppData\Local\Temp\flink-dist-cache-5029b35c-91bd-45d8-b84e-c0f8bed8bb7f
2025-04-10 20:36:24.635 [main] INFO  org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint - Starting rest endpoint.
2025-04-10 20:36:24.637 [main] INFO  org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint - Failed to load web based job submission extension. Probable reason: flink-runtime-web is not in the classpath.
2025-04-10 20:36:24.918 [main] WARN  org.apache.flink.runtime.webmonitor.WebMonitorUtils - Log file environment variable 'log.file' is not set.
2025-04-10 20:36:24.919 [main] WARN  org.apache.flink.runtime.webmonitor.WebMonitorUtils - JobManager log files are unavailable in the web dashboard. Log file location not found in environment variable 'log.file' or configuration key 'web.log.path'.
2025-04-10 20:36:25.303 [main] INFO  org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint - Rest endpoint listening at localhost:51952
2025-04-10 20:36:25.304 [main] INFO  org.apache.flink.runtime.highavailability.nonha.embedded.EmbeddedLeaderService - Proposing leadership to the contender that is registered under component ID 'rest_server'.
2025-04-10 20:36:25.305 [mini-cluster-io-thread-1] INFO  org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint - http://localhost:51952 was granted leadership with leaderSessionID=e1c9ffb5-21f7-4757-afb7-96a44eb22754
2025-04-10 20:36:25.306 [mini-cluster-io-thread-1] INFO  org.apache.flink.runtime.highavailability.nonha.embedded.EmbeddedLeaderService - Received confirmation of leadership for leader http://localhost:51952 , session=e1c9ffb5-21f7-4757-afb7-96a44eb22754
2025-04-10 20:36:25.316 [main] INFO  org.apache.flink.runtime.highavailability.nonha.embedded.EmbeddedLeaderService - Proposing leadership to the contender that is registered under component ID 'dispatcher'.
2025-04-10 20:36:25.316 [main] INFO  org.apache.flink.runtime.resourcemanager.ResourceManagerServiceImpl - Starting resource manager service.
2025-04-10 20:36:25.317 [main] INFO  org.apache.flink.runtime.highavailability.nonha.embedded.EmbeddedLeaderService - Proposing leadership to the contender that is registered under component ID 'resource_manager'.
2025-04-10 20:36:25.317 [mini-cluster-io-thread-2] INFO  org.apache.flink.runtime.dispatcher.runner.DefaultDispatcherRunner - DefaultDispatcherRunner was granted leadership with leader id c07597f2-6787-42b4-be52-d0eeec9e3df4. Creating new DispatcherLeaderProcess.
2025-04-10 20:36:25.318 [pool-3-thread-1] INFO  org.apache.flink.runtime.resourcemanager.ResourceManagerServiceImpl - Resource manager service is granted leadership with session id 639d6168-87e2-43a6-9d2b-e57b82fd570f.
2025-04-10 20:36:25.322 [main] INFO  org.apache.flink.runtime.minicluster.MiniCluster - Flink Mini Cluster started successfully
2025-04-10 20:36:25.323 [mini-cluster-io-thread-2] INFO  org.apache.flink.runtime.dispatcher.runner.SessionDispatcherLeaderProcess - Start SessionDispatcherLeaderProcess.
2025-04-10 20:36:25.328 [mini-cluster-io-thread-1] INFO  org.apache.flink.runtime.dispatcher.runner.SessionDispatcherLeaderProcess - Recover all persisted job graphs that are not finished, yet.
2025-04-10 20:36:25.328 [mini-cluster-io-thread-1] INFO  org.apache.flink.runtime.dispatcher.runner.SessionDispatcherLeaderProcess - Successfully recovered 0 persisted job graphs.
2025-04-10 20:36:25.338 [pool-3-thread-1] INFO  org.apache.flink.runtime.rpc.pekko.PekkoRpcService - Starting RPC endpoint for org.apache.flink.runtime.resourcemanager.StandaloneResourceManager at pekko://flink/user/rpc/resourcemanager_1 .
2025-04-10 20:36:25.342 [mini-cluster-io-thread-1] INFO  org.apache.flink.runtime.rpc.pekko.PekkoRpcService - Starting RPC endpoint for org.apache.flink.runtime.dispatcher.StandaloneDispatcher at pekko://flink/user/rpc/dispatcher_2 .
2025-04-10 20:36:25.348 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.resourcemanager.StandaloneResourceManager - Starting the resource manager.
2025-04-10 20:36:25.352 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Starting the slot manager.
2025-04-10 20:36:25.352 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Starting tokens update task
2025-04-10 20:36:25.353 [flink-pekko.actor.default-dispatcher-6] WARN  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - No tokens obtained so skipping notifications
2025-04-10 20:36:25.353 [flink-pekko.actor.default-dispatcher-6] WARN  org.apache.flink.runtime.security.token.DefaultDelegationTokenManager - Tokens update task not started because either no tokens obtained or none of the tokens specified its renewal date
2025-04-10 20:36:25.353 [mini-cluster-io-thread-4] INFO  org.apache.flink.runtime.highavailability.nonha.embedded.EmbeddedLeaderService - Received confirmation of leadership for leader pekko://flink/user/rpc/resourcemanager_1 , session=639d6168-87e2-43a6-9d2b-e57b82fd570f
2025-04-10 20:36:25.354 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Connecting to ResourceManager pekko://flink/user/rpc/resourcemanager_1(9d2be57b82fd570f639d616887e243a6).
2025-04-10 20:36:25.354 [mini-cluster-io-thread-1] INFO  org.apache.flink.runtime.highavailability.nonha.embedded.EmbeddedLeaderService - Received confirmation of leadership for leader pekko://flink/user/rpc/dispatcher_2 , session=c07597f2-6787-42b4-be52-d0eeec9e3df4
2025-04-10 20:36:25.377 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Resolved ResourceManager address, beginning registration
2025-04-10 20:36:25.383 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.resourcemanager.StandaloneResourceManager - Registering TaskManager with ResourceID bbe62b41-3f91-4447-9c0d-cd0c34406c8b (pekko://flink/user/rpc/taskmanager_0) at ResourceManager
2025-04-10 20:36:25.385 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Successful registration at resource manager pekko://flink/user/rpc/resourcemanager_1 under registration id 1847cb7c441a9e20d13ae86620a4af79.
2025-04-10 20:36:25.386 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.dispatcher.StandaloneDispatcher - Received JobGraph submission 'Flink Streaming Job' (2aa55af6f72ead2bf392306c58bef5b4).
2025-04-10 20:36:25.387 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Registering task executor bbe62b41-3f91-4447-9c0d-cd0c34406c8b under 1847cb7c441a9e20d13ae86620a4af79 at the slot manager.
2025-04-10 20:36:25.388 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.dispatcher.StandaloneDispatcher - Submitting job 'Flink Streaming Job' (2aa55af6f72ead2bf392306c58bef5b4).
2025-04-10 20:36:25.398 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.highavailability.nonha.embedded.EmbeddedLeaderService - Proposing leadership to the contender that is registered under component ID 'job-2aa55af6f72ead2bf392306c58bef5b4'.
2025-04-10 20:36:25.400 [mini-cluster-io-thread-4] INFO  org.apache.flink.runtime.jobmaster.JobMasterServiceLeadershipRunner - JobMasterServiceLeadershipRunner for job 2aa55af6f72ead2bf392306c58bef5b4 was granted leadership with leader id 4d572b8d-bb23-4d38-aa12-b28975921be6. Creating new JobMasterServiceProcess.
2025-04-10 20:36:25.409 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.rpc.pekko.PekkoRpcService - Starting RPC endpoint for org.apache.flink.runtime.jobmaster.JobMaster at pekko://flink/user/rpc/jobmanager_3 .
2025-04-10 20:36:25.416 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Initializing job 'Flink Streaming Job' (2aa55af6f72ead2bf392306c58bef5b4).
2025-04-10 20:36:25.435 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Using restart back off time strategy NoRestartBackoffTimeStrategy for Flink Streaming Job (2aa55af6f72ead2bf392306c58bef5b4).
2025-04-10 20:36:25.467 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Created execution graph a44a079013eaa06d29eee2319ed9d070 for job 2aa55af6f72ead2bf392306c58bef5b4.
2025-04-10 20:36:25.486 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Running initialization on master for job Flink Streaming Job (2aa55af6f72ead2bf392306c58bef5b4).
2025-04-10 20:36:25.486 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Successfully ran initialization on master in 0 ms.
2025-04-10 20:36:25.506 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.scheduler.adapter.DefaultExecutionTopology - Built 1 new pipelined regions in 1 ms, total 1 pipelined regions currently.
2025-04-10 20:36:25.514 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - State backend is set to heap memory org.apache.flink.runtime.state.hashmap.HashMapStateBackend@7c689527
2025-04-10 20:36:25.514 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2025-04-10 20:36:25.515 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Checkpoint storage is set to 'jobmanager'
2025-04-10 20:36:25.548 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.checkpoint.CheckpointCoordinator - No checkpoint found during restore.
2025-04-10 20:36:25.557 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Using failover strategy org.apache.flink.runtime.executiongraph.failover.RestartPipelinedRegionFailoverStrategy@1f3cafe6 for Flink Streaming Job (2aa55af6f72ead2bf392306c58bef5b4).
2025-04-10 20:36:25.568 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.highavailability.nonha.embedded.EmbeddedLeaderService - Received confirmation of leadership for leader pekko://flink/user/rpc/jobmanager_3 , session=4d572b8d-bb23-4d38-aa12-b28975921be6
2025-04-10 20:36:25.572 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Starting execution of job 'Flink Streaming Job' (2aa55af6f72ead2bf392306c58bef5b4) under job master id aa12b28975921be64d572b8dbb234d38.
2025-04-10 20:36:25.576 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Starting scheduling with scheduling strategy [org.apache.flink.runtime.scheduler.strategy.PipelinedRegionSchedulingStrategy]
2025-04-10 20:36:25.576 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Job Flink Streaming Job (2aa55af6f72ead2bf392306c58bef5b4) switched from state CREATED to RUNNING.
2025-04-10 20:36:25.580 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Source: Custom File Source (1/1) (a44a079013eaa06d29eee2319ed9d070_bc764cd8ddf7a0cff126f51c16239658_0_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.581 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (1/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_0_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.581 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (2/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_1_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.581 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (3/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_2_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.581 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (4/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_3_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.581 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (5/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_4_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.581 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (6/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_5_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (7/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_6_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Split Reader: Custom File Source -> Flat Map (8/8) (a44a079013eaa06d29eee2319ed9d070_20ba6b65f97481d5570070de90e4e791_7_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (1/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_0_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (2/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_1_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (3/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_2_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (4/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_3_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (5/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_4_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (6/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_5_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (7/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_6_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.582 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.executiongraph.ExecutionGraph - Keyed Aggregation -> Sink: Print to Std. Out (8/8) (a44a079013eaa06d29eee2319ed9d070_b5c8d46f3e7b141acf271f12622e752b_7_0) switched from CREATED to SCHEDULED.
2025-04-10 20:36:25.602 [flink-pekko.actor.default-dispatcher-10] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Connecting to ResourceManager pekko://flink/user/rpc/resourcemanager_1(9d2be57b82fd570f639d616887e243a6)
2025-04-10 20:36:25.605 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Resolved ResourceManager address, beginning registration
2025-04-10 20:36:25.615 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.resourcemanager.StandaloneResourceManager - Registering job manager aa12b28975921be64d572b8dbb234d38@pekko://flink/user/rpc/jobmanager_3 for job 2aa55af6f72ead2bf392306c58bef5b4.
2025-04-10 20:36:25.620 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.resourcemanager.StandaloneResourceManager - Registered job manager aa12b28975921be64d572b8dbb234d38@pekko://flink/user/rpc/jobmanager_3 for job 2aa55af6f72ead2bf392306c58bef5b4.
2025-04-10 20:36:25.623 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.jobmaster.JobMaster - JobManager successfully registered at ResourceManager, leader id: 9d2be57b82fd570f639d616887e243a6.
2025-04-10 20:36:25.625 [flink-pekko.actor.default-dispatcher-6] INFO  org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Received resource requirements from job 2aa55af6f72ead2bf392306c58bef5b4: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=8}]
2025-04-10 20:36:25.698 [flink-pekko.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Matching resource requirements against available resources.
Missing resources:
	 Job 2aa55af6f72ead2bf392306c58bef5b4
		ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=8}
Current resources:
	TaskManager bbe62b41-3f91-4447-9c0d-cd0c34406c8b
		Available: ResourceProfile{taskHeapMemory=1024.000gb (1099511627776 bytes), taskOffHeapMemory=1024.000gb (1099511627776 bytes), managedMemory=128.000mb (134217728 bytes), networkMemory=64.000mb (67108864 bytes)}
		Total:     ResourceProfile{taskHeapMemory=1024.000gb (1099511627776 bytes), taskOffHeapMemory=1024.000gb (1099511627776 bytes), managedMemory=128.000mb (134217728 bytes), networkMemory=64.000mb (67108864 bytes)}
